kalenderId;luftfeuchtigkeit;klavierstimmungVorher;klavierstimmungNachher;resonanzboden;stege;saiten;stimmwirbel;stimmstock;hammerkoepfe;mechanik;daempfer;tastatur;oberflaeche;rahmen;anmerkungen;oertlichkeit;transport;nacharbeit;zahlungsart;kostenvoranschlag
21894;;;; ;;;;;;;;;;;;;;;;false
22024;;;; ;;;;;;;;;;;;;;;;false
22380;;;; ;;;;;;;;;;;;;;;;false
22382;28;;; ;;;;;;Schrauben nachgezogen;Beim a´Stoßzungenfeder getauscht;Fallen gerichtet, geölt, CCLP;;;;;;;;false
22386;;438;438; ok;ok;eine Saite aufgezogen;eher locker;ok;eingespielt, ein aar nachintoniert;untergestellt;leicht eingespielt;leicht eingespielt;ok;;;;;;Bar bezahlt;false
22432;;;; ;;;;;;;;;;;;;;;;false
22502;28;439;439; ;;;;;;4 Schrauben nachgezogen;;;;;alles ok;;;;Bar bezahlt;false
22511;;;; ;;;;;;;;;;;;;;;;false
22558;;;; ;;;;;;;;;;;;;;;;false
22682;;440;440; ;;;ein paar tiefer geschlagen;;;;;;;;;;;;Bar bezahlt;false
22741;eher trocken;438;440; ;;;;;;Kapselschrauben nachziehen;;;;;Hydroceelstab mitnehmen;;;;;false
22743;;442;443; ;;;;;;;;;;;;;;;;false
22746;;437;437; ;;;;;;Rearatur bedürftig;nachgestellt;;rtlich geseift;;;;;;Bar bezahlt;false
22802;;;;;;;;;;;;;;;2 Hydroceelstäbe montiert;;;;Erlagschein;false
22804;;;; ;;am Steg tiefer geschlagen b'' und g'';;;zum Disk Übergang nachgestochen, Scheitel kontrolliert;;;;;;Kunde zufrieden;;;ein aar Töne nachgest.;;false
23101;;438;440; ;;;;;;;;;;;okay;;;;Bar bezahlt;false
23105;;438;440; ;;g' 17er Draht, neu aufgezogen;;;;;;;;;;;;;Bar bezahlt;false
23161;;442;443; ;;;;;;;;;;;;;;;Bar bezahlt;false
23166;;;; ;;;;;leicht eingespielt;leicht eingespielt;;;;;;;;;Bar bezahlt;false
23522;;438;438; ein Riss;ok;original, eine Baßsaite gerissen;original;+/-;eingespielt;regulierungsbedürftig;regulierungsbedürftig;ein aar Belege sind ab;mahagoni;;Herr Blom ist Ihr Partner;;;;Bar bezahlt;true
23525;;438;438; ;;;;;;;;;;;;;;;Bar bezahlt;false
23651;;441;441; ;;;;;leicht eingespielt;;;;;;alles okay;;;;Bar bezahlt;false
23942;;442;442;;;;;;ein paar Töne nachintoniert;;;;;;alles okay;;;;;false
23945;;;; ;;;;;;;;eine Taste geleimt;;;"Hydroceelstab bei nächster Stimmung mitnehmen
Prospekte mitnehmen";;;;;false
23947;;434;440; ;;;;;;;;;;;alles okay;;;;;false
24002;;;; ;;;;;;;;;;;"bei nächster Stimmung Hydroceelstab mitnehmen
alles okay";;;;;false
24052;;;; ;;;;;;;;;;;;;;;;false
24053;;;; ;;;;;;;;;;;;;;;;false
24063;;400;435; ok;ok;original;ok;ok;leicht eingespielt;evtl. Überholung;leicht eingespielt;ok;mahagoni;;;;;;Bar bezahlt;false
24071;;;; ;;;;;;;;;;;;;;;;false
24362;;438;438; ;;;;;;;;;;;alles okay;;;;Bar bezahlt;false
24366;;;; ausgespant;;;;;;;;;;;;;;;Bar bezahlt;false
24426;;427;427; ;;;;;;;;;;;alles okay;;;;Bar bezahlt;false
24481;;;; ein kleiner Riß;;im Discant sehr unrein;;;;Pedal Repariert,ausgekeilt und gerade gebogen;;;Deckel wurde sehr unproffesionell ausgebessert;;;;;;Bar bezahlt;false
24486;;440;440; ;;;;;;;;;;;alles ok;;;;;false
24603;;;; ;;;;;;;;;;;;;;;;false
24782;;435;435; ;;;;;;;Pedal geölt;;;;alles okay;;;;Bar bezahlt;false
24837;;;; ;;;;;;;;;;;;;;;;false
24953;;;; ;;;;;;;;;;;;;;;;false
24962;;;; ;;;;;;;;;;;;;;;;false
25201;59;442;442; ;;;;;;;;;;;alles okay;;;;;false
25206;;;; ;;;;;;;;;;;"kv beim Kunden
Sehr zufrieden";;;;Bar bezahlt;false
25382;;435;435; ;;original;EIN PAAR GETAUSCHT;;EINGESPIELT;-´´--;-´´--;ok;braun;;;;;;Bar bezahlt;false
25437;;;; ;;;;;;;;;;;;;;;;false
25441;;435;435; ;;;;;;;;;;;Alles okay;;;;Bar bezahlt;false
25621;;;; ;;;;;;;;;;;;;;;;false
25625;;;; ;;;;;;;;;;;;;;;;false
25628;;;; ;;;;;;;;;;;;;;;;false
25682;;;; ;;;;;;;;;;;;;;;;false
25686;;;; ;;;;;;;;;;;;;;;;false
25801;;;; ;;;;;;;;;;;;;;;;false
25809;;;; ;;;;;;;;;;;;;;;;false
26041;;;; ;;;;;;;;;;;im Winter bitte auf Luftfeuchtigkeit achten, sonst alles okay;;;;Bar bezahlt;false
26043;;;; ;;;;;;;;;;;;;;;;false
26104;;435;440; ;;;;;;;;;;;Alles okay;;;;;false
26107;;438;438; ;;Baß sehr verstimmt;;;;;;;;;alles okay;;;;Bar bezahlt;false
26162;;438;438; 3 Risse;ok;verrostet;eher sehr locker;;leicht eingespielt, wurden schon abgezogen;rep.bed;rep bed.;OK;SCHWARZ;;;;;;;true
26250;;440;440; ;;;;;;;;;;;alles ok;;;;Bar bezahlt;false
26482;;;; ;;;;;;;;;;;;;;;;false
26572;;;; ;;;;;;;;;;;;;;;;false
26580;;;; ;;;;;;;;;;;;;;;;false
26601;;;; ;;;;;;;;;;;;;;;;false
26631;;;; ;;;;;;;;;;;;;;;;false
26701;;;; ;;;;;;;;;;;;;;;;false
26760;;;; ;;;;;;;;;;;;;;;;false
27122;;;; ;;;;;;;;;;;;;;;;false
27421;;;; ;;;;;;;;;;;;;;;;false
27781;;;; ;;;;;;;;;;;;;;;;false
27787;;;; ;;;;;;;;;;;;;;;;false
27832;;;; ;;;;;;;;;;;;;;;;false
27841;;438;440; ;;;;;;;;klappern in der mittellage wenn man das pianopedal betätigt -Linsen auf die Stoppleiste geklebt- behoben;;;alles okay;;;;Bar bezahlt;false
27909;;442;442; ;;;;;;;;;;;alles okay;;;;Bar bezahlt;false
27961;;439;440; ;;;;;;;;;;;alles okay;;;;Bar bezahlt;false
28381;64;433;433; ;;;;;;;;;;;Pedal Quitschen behoben sonst alles okay;;;;Bar bezahlt;false
28563;;;; ;;;;;;;;;;;;;;;;false
28567;;400;400; ein großer Riss;ok;;;;;;;;;;Mech Überh empfohlen;;;;;false
28620;;;; ;;;;;;;;;;;;;;;;false
28672;;;; ;;;;;;;;;;;;;;;;false
29042;;438;440; ;;;;;;;;eine Taste geleimt;;;Schlüssel zum Absperren mitnehmen;;;;Rechnung;false
29101;;440;440; ;;;;;;;;;;;alles ok;;;;Bar bezahlt;false
29104;;435;438; ;;;;;;;;;;;Heitzkörper zu nahe;;;;Rechnung;false
29163;;;; ;;;;;;;;;;;;;;Pedal Quietschen behoben;;false
29402;;438;438; ;;;;;eingespielt;Überholung empfohlen;;;;;klavier erfolgreich transportiert;;;;Bar bezahlt;false
29583;;443;443; ;;;;;leicht eingespielt;;;;;;alles okay;;;;;false
29632;;;; ;;;;;;;;;;;;;;;;false
29875;;;; ;;;;;;;;;;;;;;;;false
29901;;437;440; ;;;;;abgespielt, Abziehen nicht nehr möglich;Blüthner;;Elfenbein, sehr schön;schwarz alt;;;;;;;false
29940;;;; ;;;;;;;;;;;;;;;;false
30242;;;; ;;;;;;;;;;;;;;;;false
30245;;;; ;;;;;;;;;;;;;;;;false
30301;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
30421;;;; ;;;;;;;;;;;;;;;;false
30425;;440;440; ;;;;;;;;;;;alles ok;;;;Rechnung;false
30481;;;; ;;;;;;;;;;;;;;;;false
30781;;438;438; ;;;;;;;;;;;alles ok;;;;Bar bezahlt;false
30841;;440;443; ;;;;;;;;;;;alles ok;;;;Bar bezahlt;false
31142;;;; ;;;;;;;;;;;alles ok;;;;Bar bezahlt;false
31508;;442;442; ;;;;;;;;;;;ok;;;;Bar bezahlt;false
31682;;;; ;;;;;;;;;;;Alles okay;;;;;false
31947;;;440; ;;;;;;;;;;;Anschlag ein wenig zu schwer sonst ok;;;;Bar bezahlt;false
32002;;;440; ;;;;;;;;;;;ok;;;;Bar bezahlt;false
32005;;;440; ;;;;;;;;;;;ok;;;;Bar bezahlt;false
32122;;;; ;;;;;;;;;;;Mechanik eingebaut, alles okay;;;;;false
32128;;;440; ;;;;;;;;;;;ok;;;;Bar bezahlt;false
32362;;;440; ;;;;;;;;;;;ok;;;;Bar bezahlt;false
32366;;;440; ;;;;;;;;;;;ok;;;;Bar bezahlt;false
32462;;;; ;;;;;;;;;;;;;;;;false
32465;;;; ;;;;;;;;;;;;;;;;false
32482;;;440; ;;;;;;;;;;;ok;;;;Bar bezahlt;false
32485;;;; ;;;;;;;;;;;;;;;;false
32543;;;; ;;;;;;;;;;;alles okay;;;;;false
32841;;;;;;;;;;;;;;;;;;;;false
33329;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
33480;;;; ;;;;;;;;;;;;;;;;false
33617;;;; ;;;;;;;;;;;;;;;;false
33677;;;; ;;;;;;;;;;;;;;;;false
33689;;;; ;;;;;;;;;;;;;;;;false
33690;;;; ;;;;;;;;;;;;;;;;false
33733;;;; ;;;;;;;;;;;;;;;;false
33793;;;; ;;;;;;;;;;;;;;;;false
33797;;;; ;;;;;;;;;;;;;;;;false
33801;;;; ;;;;;;;;;;;;;;;;false
34098;;;440; ;;;;;;;;;;;okay;;;;Bar bezahlt;false
34152;;442;442; ;;;;;;;;;;;okay;;;;Bar bezahlt;false
34169;;;; ;;;;;;;;;;;;;;;;false
34216;;;440;;;;;;;;;;;;sehr gut;;;;Bar bezahlt;false
34219;;;;;;;;;;;;;;;;;;;;false
34453;;;440; ;;;;;;;;;;;okay;;;;Bar bezahlt;false
34574;;440;; ;;;;;;;;;;;;;;;Bar bezahlt;false
34576;;;440; ;;;;;;;;;;;okay;;;;Bar bezahlt;false
34691;;;; ;;;;;;;;;;;;;;;;false
34871;;;; ;;;;;;;;;;;;;;;;false
34877;;;; ;;;;;;;;;;;;;;;;false
34932;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
34936;;;; ;;;;;;;;;;;;;;;;false
34942;;;; ;;;;;;;;;;;;;;;;false
34946;;;; ;;;;;;;;;;;;;;;;false
34994;;;; ;;;;;;;;;;;;;;;;false
35055;;;400; ;;;;;;;;;;;Klavier ist am Ende;;;;Bar bezahlt;false
35471;;;440; ;;alt;teilweise locker;;;;;Elfenbein;schwarz;;;;;;Bar bezahlt;false
35472;;430;440; ;;;;;gehören abgezogen;gehört überholt, unterstellen und ausachsen;;;;;Pedalstangenführung kashmir gehört getauscht;;;;Bar bezahlt;false
35533;;430;430; ;;;;;;;;;;;;;;;Bar bezahlt;false
35536;;;; ;;;;;;;;;;;;;;;;false
35538;;;440; ;;;;;;;;;;;sehr gut;;;;Bar bezahlt;false
35545;;;; ;;;;;;;;;;;;;;;;false
35548;;;; ;;;;;;;;;;;;;;;;false
35549;;;; ;;;;;;;;;;;;;;;;false
35550;;;; ;;;;;;;;;;;;;;;;false
35788;;;; ;;;;;;;;;;;;;;;;false
36194;;;; ;;;;;;;;;;;;;;;;false
36203;;;; ;;;;;;;;;;;;;;;;false
36316;;;; ;;;;;;;;;;;;;;;;false
36317;;;; ;;;;;;;;;;;;;;;;false
36327;;;; ;;;;;;;;;;;;;;;;false
36373;;;; ;;;;;;;;;;;;;;;;false
36378;;440;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
36387;;;; ;;;;;;;;;;;;;;;;false
36542;;;430; ;;;;;;;;;;;sehr am Ende;;;;Bar bezahlt;false
36545;;440;442; ;;;;;;;;;;;schwarze Tasten müssen neu lackiert werden;;;;Bar bezahlt;false
36672;;425;440; gerissen;ok;ok;ok;ok;abgezogen;;;Plastik okay;braun;;;;;;Bar bezahlt;false
36743;;;; ;;;;;;;;;;;;;;;;false
36798;;;; ;;;;;;;;;;;;;;;;false
36800;;;; ;;;;;;;;;;;;;;;;false
36853;;;; ;;;;;;;;;;;;;;;;false
36973;;;; ;;;;;;;;;;;;;;;;false
36977;;430;430; ;;;;;;;;;;;;;;;Bar bezahlt;false
36983;;;; ;;;;;;;;;;;;;;;;false
37032;;;; ;;;;;;;;;;;;;;;;false
37036;;;; ;;;geht noch;;;wiener;alt;Elfenbein, sehr schön;braun;;;;;;Bar bezahlt;false
37153;;;435; ;;;;;;;;;;;;;;;Bar bezahlt;false
37155;;440;440; ;;;;;;;;;;;Nacharbeit;;;;;false
37157;;430;430; ;;alt;geht noch;;alt;ok;alt;KS;Braun;;;;;;;false
37160;;;; ;;;;;;;repariert;;;;Hat Simmer gewechselt, weol er mit Strunz nicht zufrieden war;;;;Bar bezahlt;false
37168;;;; ;;;;;;;;;;;;;;;;false
37169;;;; ;;;;;;;;;;;;;;;;false
37223;;;; ;;;;;;;;;;;;;;;;false
37229;;;; ;;;;;;;;;;;;;;;;false
37281;;;; ;;;;;;;;;;;;;;;;false
37461;;;; ;;;;;;;;;;;;;;;;false
37812;;438;440; ;;;;;;;;;;;Gutschein;;;;Bar bezahlt;false
37814;;;; ;;;;;;;;;;;;;;;;false
37816;;;; ;;;;;;;;;;;;;;;;false
37872;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
37932;;440;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
37998;;415;415; gerissen;;alt;geht noch;;;+/-;alt;Elfenbei;braun;;;;;;Bar bezahlt;false
38000;;;; ;;;;;;;;wieder eingebaut;;;;;;;;false
38052;;437;440; ;;;;;;;;;;;Nacharbeit;;;;;false
38232;;425;440; ;;;;;;;;;;;;;;;Rechnung;false
38235;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
38238;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
38292;;;; ;;;;;;;;;;;okay;;;;Bar bezahlt;false
38303;;;; ;;;;;;;;;;;;;;;;false
38310;;;; ;;;;;;;;;;;;;;;;false
38352;;;; gerissen;;alt;locker!!!;wahrscheinlich gerissen;;;;;schwarz;;;;;;Bar bezahlt;false
38413;25;440;442; ;;;;;;;;;;;;;;;;false
38416;;;; ;;;;;;;;;;;okay;;;;Bar bezahlt;false
38670;;;; ;;;;;;;;Elfenbein;;;komplette Rest anbieten;;;;;true
38713;;440;440; ;;;;;;;;;;;;;;;Rechnung;false
38716;;;; ;;;;;;;;;;;;;;;;false
38722;;;; ;;;;;;;;;;;;;;;;false
38725;;;; ;;;;;;;;;;;;;;;;false
38730;;;; ;;;;;;;;;;;;;;;;false
38772;;;; ;;;;;;;;;;;sehr gut;;;;;false
38833;;;440; ;;;;;;;;;;;sehr gut;;;;Bar bezahlt;false
39131;;;; ;;;;;;;;;;;;;;;;false
39135;;;; ;;;;;;;;;;;;;;;;false
39192;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
39197;;;; ;;;;;;;;;;;;;;;;false
39371;;;; ;;;;;;;;;;;;;;;;false
39492;;;; rissig;ok;alt;extrem locker;hält max. noch zwei Stimmungen;alt;ok;alt;elfenbein;schwarz;;;;;;Rechnung;false
39496;;;; ;;;;;;;;;;;sehr gut;;;;Bar bezahlt;false
39613;;;; ;;;;;;;;;;;;;;;;false
39623;;;; ;;;;;;;;;;;;;;;;false
39625;;;; ;;;;;;;;;;;;;;;;false
39672;;440;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
39675;;;; ;;;;;;;;;;;;;;;;false
39745;;;; ;;;;;;;;;;;;;;;;false
39793;;;; ;;;;;;;;;;;;;;;;false
39972;;;; ;;;;;;;;;;;;;;;;false
39975;;;; ;;;;;;;;;;;;;;;;false
40032;;;; ;;;;;;;;;;;;;;;;false
40034;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
40043;;;; ;;;;;;;;;;;;;;;;false
40048;;;; ;;;;;;;;;;;;;;;;false
40092;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
40322;;;; ;;;;;;;;;;;;;;;;false
40343;;;; ;;;;;;;;;;;;;;;;false
40403;;;; ;;;;;;;;;;;;;;;;false
40755;;;440; ;;;;;;;;;;;sehr gut;;;;Bar bezahlt;false
40812;;;440; ;;As Baß Saite fehlt, auch 2. Saite schlecht;;;;;;;;;Gutschein € 25,--;;;Saite beim nächsten mal einbauen;Bar bezahlt;false
40815;;;; ;;;;;;;;;;;;;;;;false
40817;;;; ;;;;;;;;;;;;;;;;false
40825;;;; ;;;;;;;;;;;;;;;;false
40871;;;403; ;;;;;;;;;;;gutschein e 25,--;;;;Bar bezahlt;false
40875;;;; ;;;;;;;;;;;;;;;;false
40885;;;; ;;;;;;;;;;;;;;;;false
40933;;;440; ;;;;;;;;;;;sehr gut;;;;Bar bezahlt;false
40939;;;; ;;;;;;;;;;;;;;;;false
40945;;;; ;;;;;;;;;;;;;;;;false
41171;;;; ;;;;;;;;;;;sehr gut;;;;Bar bezahlt;false
41292;;438;440; ;;;locker;;;;;;;;;;;;Rechnung;false
41295;;;; ;;;;;;;;;;;Feder getauscht;;;;Rechnung;false
41351;;;; ;;;;;;;;;;;;;;;;false
41358;;;; ;;;;;;;;;;;;;;;;false
41424;;;; ;;;;;;;;;;;;;;;;false
41425;;;; ;;;;;;;;;;;;;;;;false
41654;;440;; ;;;;;;;;;;;Zustand sehr gut;;;;Bar bezahlt;false
41713;;;; ;;;;;;;;3 Tasten geklemmt - behoben;;;;;;;;false
41773;;;440; ;;;;;;;;;;;nächste Sti. Unterstellen, Nägel 10mm mitnehmen um Filz zu befestigen/Halbgang ca 4 Stunden;;;;Bar bezahlt;false
41776;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
41779;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
41783;;;; ;;;;;;;;;;;OPUS 32090;;;;;false
41784;;;; ;;;;;;;;;;;;;;;;false
41787;;;; ;;;;;;;;;;;;;;;;false
41821;;;; ;;;;;;;;;;;;;;;;false
42191;;;; ;;;;;;;;;;;Zustand okay, Piano 2 x gestimmt;;;;Rechnung;false
42200;;;; ;;;;;;;;;;;;;;;Rechnung;false
42250;;;; ;;;;;;;;;;;Garantiearbeit. Scheppern behoben, Pedalquitschen auch.;;;;;false
42543;;;; ;;;;;;;;;;;;;;;;false
42546;;;; ;;;;;;;;;;;;;;;;false
42555;;;; ;;;;;;;;;;;;;;;Rechnung;false
42610;;;; ;;;;;;;;;;;;;;;;false
42616;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
42662;;;; ;;;;;;;;;;;;;;;;false
42903;;;; ;;;;;;;;;;;;;;;;false
42913;;;; ;;;;;;;;;;;;;;;;false
42917;;;443; ;;;;;;Ein paar gehören ausgeachst;;;;;;;;;Bar bezahlt;false
43093;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
43322;;;440; ;;;;;;;;;;;;;;;Rechnung;false
43387;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
43505;;;440; ;;;;;;;;;;;;;;;Rechnung;false
43745;;;; ;;;;;;;;;;;;;;;Rechnung;false
43807;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
43866;;;; ;;;;;;;;;;;;;;;Rechnung;false
43913;;;; ;;;;;;;;;;;;;;;;false
43915;;;; ;;;;;;;;;;;;;;;;false
43920;;;; ;;;;;;;;;;;;;;;;false
44102;;;; ;;;;;;;;;;;;;;;;false
44334;;;; ;;;;;;;;;;;;;;;;false
44348;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
44522;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
44643;;;; ;;;;;;;;;;;;;;;;false
44713;;;; ;;;;;;;;;;;;;;;;false
44760;;;; ;;;;;;;;;;;;;;;;false
45112;;;; ;;;;;;;;;;;;;;;;false
45121;;;; ;;;;;;;;;;;Gestimmt und intoniert;;;;;false
45177;;;; ;;;;;;;;;;;;;;;;false
45183;;;; ;;;;;;;;;;;;;;;;false
45483;;;; ;;;;;;;;;Nuß;;Andrea war da;;;;Bar bezahlt;false
45486;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
45543;;;442; ;;;;;;unterstellen, gehört reguliert;;;;;;;;;Bar bezahlt;false
45594;;;; ;;;;;;;;;;;;;;;;false
45895;;;; ;;;;;;;;;;;;;;;;false
45898;;;; ;;;;;;;;;;;;;;;;false
46323;;;; ;;;;;;;;;;;;;;;;false
46451;;435;440; rissig;;;sehr locker;;;;;;;;Reparatur empfohlen, kunde spielt nur sehr wenig;;;;Bar bezahlt;false
46753;;;; ;;;;;;;;;;;;;;;;false
46812;;432;440; ;;;;;;;;;;;In der Mittellage schlägt die Stoppleiste durch;;;;Bar bezahlt;false
46876;;;; ;;;;;;;;;;;Filz bei Hammerkopf lose, Teil mitgenommen, repariert und wieder eingebaut;;;;Bar bezahlt;false
47103;;445;444; ;;;;;;;;;;;;;;;Bar bezahlt;false
47212;;;; ;;;;;;;;;;;;;;;;false
47276;;;; ;;;;;;;;;;;;;;;;false
47461;;;; ;;;;;;;;;;;;;;;;false
47476;;443;443; ;;;;;;;;;;;;;;;Rechnung;false
47592;;443;440; ;;;;;;Achsen nachgezogen;;;;;;;;;Bar bezahlt;false
47631;;;; ;;;;;;;;;;;;;;;;false
47643;;;; ;;;;;;;;;;;;;;;;false
47652;;;; ;;;;;;;;;;;;;;;;false
47697;;;; ;;;;;;;;;;;;;;;;false
47714;;;; ;;;;;;;;;;;;;;;;false
47933;;;; ;;;;;;;;;;;;;;;;false
47951;82;415;420; ;;;;;;;;;;;soweit okay;;;;Bar bezahlt;false
48058;;;; ;;;;;;;;;;;;;;;;false
48842;;;; ;;;;;;;;;;;;;;;;false
48846;;;; ;;;;;;;;;;;;;;;;false
48956;;;; ;;;;;;;;;;;;;;;;false
49443;;;; ;;gereinigt;;;;;;;;;2x gestimmt;;;;Bar bezahlt;false
49624;;;440; ;;;;;;;;;;;;;;;;false
49860;;;; leichte Riße;ok;+/-;ok;;;überholung;überholung;+/-;mahagoni matt;;;;;;;false
49863;;;442; ;;;;;;;;;;;Bei nächster Stimmung Moderatorfilz mitnehmen;;;;Bar bezahlt;false
49866;;;440; ;;Eine Saite eingedreht;;;;;;;;;;;;;Rechnung;false
49870;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
49923;;433;440; ;;;;;abgezogen;Überholt und eingebaut;;;;;2 x gestimmt und intoniert;;;;Bar bezahlt;false
49974;;;; ;;;;;;;;;;;;;;;;false
49983;;;; ;;eingedreht;;;abgezogen;großes service;neu befilzt;reguliert;;;wurde abgeholt, überholt und wieder zugestellt;;;;;false
50044;;;443; ;;;;;;;;;;;klavier ok;;;;;false
50224;;;; ;;;;;;;;;;;alles Okay, Rechnung immer gleich mitnehmen;;;;;false
50228;;;442; ;;;;;;;;;;;;;;;Bar bezahlt;false
50644;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
50824;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
50932;;;; 4 risse;;rostig;locker;;ok;+/-;+;ks;nuss hochglanzpoliert;;;1. Stock;;;;false
51064;;;428; ;;;;;;;;;;;lässt sich nicht höher Stimmen;;;;Bar bezahlt;false
51244;;;; ;;;;;;;;;;;;;;;;false
51603;;;; ;;;;;;;;;;;;;;;;false
51604;;;; ;;;;;;;;;;;;;;;;false
51906;;;; ;;;;;;;;;;;;;;;;false
52088;;;; ;;;;;;;;;;;;;;;;false
52090;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
52148;;;; ;;;;;;;;;;;;;;;;false
52325;;;; ;;;;;;;;;;;flüssiges Graphit mitnehmen und Piloten und Abstrakten graphitieren;;;;;false
52448;;;; ;;;;;;;;;;;;;;;;false
52509;;;; ;;;;;;;;;;;kunde hat ein hörgerät;;;;;false
52559;;;; ;;;;;;;;;;;;;;;;false
52806;;;; ;;;;;;;;;;;;;;;;false
52809;;;; ;;;;;;;;Elfenbein sehr schön;schwarz;;;;;;;false
53163;;444,4;444,4; ;;Saite getauscht;dünner;;;;;;;;;;;;;false
53228;;;; ;;;;;;;;;;;Klavier neuwertig;;;;Bar bezahlt;false
53231;;;440; ;;;;;;;;;;;scheppern behoben;;;;;false
53343;;430;440; ;;;;;;;;;;;Stimmung nach Restaurierung- keine Verrechnung;;;;;false
53589;;430;430; ;;;;;befilzt;;alt;;;;;;;;Bar bezahlt;false
53754;;;; ;;;;;;;;;;;;;;;;false
53769;;;442; ;;;;;;;;;;;;;;;Bar bezahlt;false
53828;;;; ;;;;;;;;;;;noch eine Sti Gratis;;;;;false
53831;;;443; ;;;;;;;;;;;bei nächster Sti. Klavierreinigung. Sauger vorhanden. Material f. Res. Bod mitnehemen.;;;;Bar bezahlt;false
54002;;;; ;;;;;;;;;;;;;;;;false
54298;;;; ;;;;;;;;;;;;;;;;false
54423;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
54429;;;; ;;;;;;;;;;;;;;;;false
54490;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
54536;;;; ;;;;;;;;;;;;;;;;false
54548;;430;440; ;;;;;;;;;;;klavier ok;;;;Rechnung;false
54593;;;; ;;;;;;;;;;;;;;;;false
54594;;;; ;;;;;;;;;;;;;;;;false
54664;;435;435; ;;;;;;Mechanik ist zum überholen!;;;;;;;;;Bar bezahlt;false
54668;;440;440; ;;;;;;;;Tasten Reparatur;;;;;;;Bar bezahlt;false
54718;;;; ;;;;;;;;;;;;;;;;false
54963;;;; ;;;;;;;;;;;Anschließend Flügel in der Pfarre gestimmt;;;;Bar bezahlt;false
55025;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
55028;;433;435; ;;;;;;;;;;;;;;;Bar bezahlt;false
55083;;;441; ;;;;;;;;;;;;;;;Bar bezahlt;false
55263;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
55265;;440;440; ;;;;;;;;;;;Klavier neuwertig;;;;Bar bezahlt;false
55323;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
55326;;;; ;;;;;;;;;;;;;;;;false
55383;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
55388;;;440; ;;;;;;;;;;;Klavier Ok;;;;;false
55437;;;; ;;;;;;;;;;;;;;;;false
55438;;;; ;;;;;;;;;;;;;;;;false
55449;;;; ;;;;;;;;;;;;;;;;false
55502;;;443; ;;;;;;;;;;;;;;;Rechnung;false
55507;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
55509;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
56103;;;; ;;;;;;;;;;;;;;;;false
56109;;;440; ;;;;;;;;;;;;;;;Rechnung;false
56161;;;; ;;;;;;;;;;;;;;;;false
56163;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
56223;;;440;;;;;;;;;;;;;;;;Bar bezahlt;false
56284;;435;440; ;;;;;;Service groß + Einbau;;;;;;;;;Rechnung;false
56334;;;; ;;;;;;;;;;;;"rehm
2344";;;;false
56523;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
56528;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
56529;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
56642;;;440; ;;;;;;;;;;;Klavier Ok;;;;Bar bezahlt;false
56647;;;440; ;;;;;;;;;;;;;;;Rechnung;false
56648;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
56769;;;; ;;;;;;;;;;;Eine tase hängt-wurde erledigt!;;;;;false
56814;;;; ;;;;;;;;;;;;;;;;false
57054;;;; ;;;;;;;;;;;;;;;;false
57368;;441,35;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
57489;;438;440; ;;;;;;;;;;;"Klavier Ok
Einbau Hydrocelstab € 79";;;;Bar bezahlt;false
57534;;;; ;;;;;;;;;;;;;;;;false
