kalenderId;luftfeuchtigkeit;klavierstimmungVorher;klavierstimmungNachher;resonanzboden;stege;saiten;stimmwirbel;stimmstock;hammerkoepfe;mechanik;daempfer;tastatur;oberflaeche;rahmen;anmerkungen;oertlichkeit;transport;nacharbeit;zahlungsart;kostenvoranschlag
81491;;;; ;;neue Bassaite eingebaut;;;;;;;;;;;;;;false
81495;;;; ;;;;;;;;;;;;;;;;false
81549;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
81552;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
81834;;;; ;;;;;;;;;;;;;;;;false
81844;;;440; ;;;;;;;;;;;;;;;;false
81905;;;440; gerissen;ok;alt;alt;;alt;müßte man überholen;alt;KS;brau;;;;;;Bar bezahlt;false
81965;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
81968;;;435; ;;;;;;;;;;;Hat Hydrceelstab bekommen;;;;Bar bezahlt;false
81971;;;440; ;;;;;;;;;;;;;;;;false
82314;;;; ;;;;;;;;;;;;;;;;false
82442;;;; ;;;;;;;;;;;;;;;;false
82564;;;440; ;;;;;;;;;;;;;;;Rechnung;false
82567;;;443; ;;;;;;;;;;;;;;;Bar bezahlt;false
82620;;;; ;;;;;;;;;;;;;;;;false
82628;440;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
82684;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
82688;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
82736;;;; ;;;;;;;;;;;;;;;;false
82744;;;; ;;;;;;;;;;;;;;;Rechnung;false
82809;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
82984;;;440; ;;;;;;;;;;;"Strunz hat unsere Arbeit sehr schlecht dargestellt.
Sollte die Stimmung nich ein Jahr halten, werden € 135,-- bein nächsten Mal abgezogen.";;;;Bar bezahlt;false
82990;;436;436; ;;;;;;;;;;;;;;;Bar bezahlt;false
83045;;;420; ;;;;;;;;;;;;;;;Bar bezahlt;false
83049;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
83229;;;443; ;linkes pedal zum Reparieren mitgenommen;;;;;;;;;;schwarze Tasten haben wieder Lackschaden;;;;Bar bezahlt;false
83405;;;425; ;;;;;;;;;;;;;;;Bar bezahlt;false
83643;;436;438; ;;;;;;;;;;;;;;;Bar bezahlt;false
83644;;;; ;;;;;;;;;;;;;;;;false
83825;;;; ;;;;;;;;;;;;;;;;false
83827;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
83944;;435;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
83951;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
84004;;;412; ;;;;;;;;;;;;;;;Bar bezahlt;false
84065;;;; ;;;;;;;;;;;;;;;;false
84070;;;; ;Hydrocelstab;;eingebaut;;;;;;;;;;;;Rechnung;false
84122;;;; ;;;;;;;;;;;;;;;;false
84365;;;; ;;;;;;;;;;;;;;;;false
84423;;;; ;;;;;;;;;;;;;;;;false
84432;;;; ;;;;;;;;;;;;;;;;false
84477;;;; ;;;;;;;;;;;;;;;;false
84483;;;; ;;;;;;;;;;;;;;;;false
84724;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
84728;;420;440; ;;;;;;;;;;;beim nächsten Besuch , Schrauben für Schaniere _ Notenpult mitnehmen;;;;Rechnung;false
84730;;;; ;;;;;;;;;;;;;;;;false
84786;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
84847;;;; ;;;;;;;;;;;Nur Silent kalibriert;;;;Bar bezahlt;false
85084;;440;440; ;;;;;;;;;;;;;;;;false
85088;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
85147;;;; ;;;;;;;;;;;Pedalprobleme behoben;;;;Bar bezahlt;false
85204;;;; ;;;;;;;;;;;;;;;;false
85208;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
85211;;;438; ;;;;;;;;;;;;;;;Bar bezahlt;false
85325;;;; ;;;;;;Mitgenommen zur Überholung;;;;;;;;;;false
85329;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
85625;;;433; ;;;;;;;;;;;;;;;Bar bezahlt;false
85684;;;438; ;;;;;;;;;;;stimmen war deshalb so günstig weil es die erste Stimmung nach Kauf von 2014 war;;;;Bar bezahlt;false
85689;;427;440; ;;;;;;;;;;;70€ wurden bar bezahlt und 55€ überwiesen;;;;Bar bezahlt;false
85928;;;; ;;Basssaite fehlt;;;;;;;;;"Saite bei nächster Stimmung mitnehmen und einbauen € 35,--
2x gestimmt";;;;;false
85931;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
85990;;;425; ;;;;;;;;;;;;;;;Bar bezahlt;false
86101;;;; ;;;;;;;;;;;;;;;;false
86104;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
86107;;;442; ;;;;;;;;;;;;;;;Rechnung;false
86110;;436;438; ;;;;;;;;;;;;;;;Bar bezahlt;false
86165;;;; ;;;;;;;;;;;;;;;;false
86167;;;440; ;;;;;;;;;;;;;;;Rechnung;false
86170;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
86458;;;; ;;;;;;;;;;;;;;;;false
86515;;;; ;;;;;;;;;;;;;;;;false
86530;;;; ;;;;;;;;;;;;;;;;false
86585;;;; ;;;;;;;;;;;;;;;;false
86590;;;; ;;;;;;;;;;;;;;;;false
86874;;;; ;;;;;;;;;;;;;;;;false
86875;;;; ;;;;;;;;;;;;;;;;false
86884;;;; ;;;;;;;;;;;;;;;;false
86939;;;; ;;;;;;;;;;;;;;;;false
86940;;;; ;;;;;;;;;;;;;;;;false
87005;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
87303;;;; ;;;;;;;;;;;;;;;;false
87355;;;; ;;;;;;;;;;;;;;;;false
87362;;;; ;;;;;;;;;;;;;;;;false
87363;;;; ;;;;;;;;;;;;;;;;false
87372;;;; ;;;;;;;;;;;;;;;;false
87424;;;; ;;;;;;;;;;;;;;;;false
87605;;435;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
87660;;;; ;;;;;;;;;;;;;;;;false
87732;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
87776;;;; ;;;;;;;;;;;;;;;;false
87779;;;; ;;;;;;;;;;;;;;;;false
88207;;;; ;;;;;;;;;;;;;;;;false
88263;;;; ;;;;;;;;;;;;;;;;false
88269;;;; ;;;;;;;;;;;;;;;;false
88318;;;; ;;;;;;;;;;;;;;;;false
88444;;;; ;;;;;;;;;;;;;;;;false
88445;;;; ;;;;;;;;;;;;;;;;false
88449;;;; ;;;;;;;;;;;;;;;;false
88450;;;; ;;;;;;;;;;;;;;;;false
88505;;;; ;;;;;;;;;;;Termin wurde storniert;;;;;false
88565;;;430; ;;;;;;;;;;;;;;;;false
88616;;;; ;;;;;;;;;;;;;;;;false
88617;;;; ;;;;;;;;;;;;;;;;false
88619;;;; ;;;;;;;;;;;;;;;;false
88628;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
88631;;;440; ;;;;;;;;Ist hängen geblieben - behoben;;;;;;;Bar bezahlt;false
88685;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
88688;;;; ;;;;;;;;;;;;;;;;false
88917;;;; ;;;;;;;;;;;;;;;;false
88978;;;; ;;;;;;;;;;;;;;;;false
88985;;;; ;;;;;;wieder eingebaut;;;;;;;;;;false
88989;;;440; ;;Bassaite neu gefertigt;;;;;;;;;;;;;Bar bezahlt;false
89045;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
89404;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
89409;;;; ;;;;;;;;;;;;;;;;false
89469;;;; ;;;;;;;;;;;;;;;;false
89526;;;; ;;;;;;Mitgenommen und repariert;;;;;;;;;;false
89529;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
89575;;;; ;;;;;;;;;;;;;;;;false
89825;;430;430;;;;;;;;;;;;;;;;;false
89885;;;440; ;;;;;;Überholt;;;;;;;;;Bar bezahlt;false
89891;;;; ;;;;;;;;;;;Das war die Nacharbeit;;;;;false
89945;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
89949;;;; ;;;;;;;;;;;;;;;;false
90235;;;; ;;;;;;;;;;;;;;;;false
90240;;;; ;;;;;;;;;;;;;;;;false
90244;;;436; ;;;;;;;;;;;;;;;Bar bezahlt;false
90545;;;; ;;;;;;;;;;;;;;;;false
90605;;;; ;;;;;;;;;;;;;;;;false
90664;;;; ;;;;;;;;;;;;;;;;false
90718;;;; ;;;;;;;;;;;;;;;;false
90723;;;; ;;;;;;;;;;;;;;;;false
90789;;;; ;;;;;;;;;;;;;;;;false
90791;;;; ;;;;;;;;;;;;;;;;false
90836;;;; ;;;;;;;;;;;;;;;;false
90971;;;; ;;;;;;;;;;;;;;;;false
91385;;;; ;;;;;;;;;;;;;;;;false
91389;;;; ;;;;;;;;;;;;;;;;false
91444;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
91449;;;442; ;;;;;;;;;;;;;;;;false
91506;;;; ;;;;;;;;;;;KV zukommen lassen;;;;;true
91509;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
91629;;431;431; ;;;;;;;;;;;;;;;;false
91918;;;; ;;;;;;;;;;;;;;;;false
91928;;;443; ;;;;;;Mitgenommen, überholt und wieder eingebaut;;;;;;;;;Bar bezahlt;false
91978;;;; ;;;;;;;;;;;;;;;;false
91989;;;426; ;;;;;;;;;;;;;;;Bar bezahlt;false
91991;;;443; ;;;;;;;;;;;;;;;;false
92033;;;; ;;;;;;;;;;;;;;;;false
92034;;;; ;;;;;;;;;;;;;;;;false
92035;;;; ;;;;;;;;;;;;;;;;false
92039;;;; ;;;;;;;;;;;;;;;;false
92040;;;; ;;;;;;;;;;;;;;;;false
92093;;;; ;;;;;;;;;;;;;;;;false
92096;;;; ;;;;;;;;;;;;;;;;false
92225;;438;440; Kaputt, macht nebengeräusche;;;;;;;;;;;;;;;;false
92228;;;440; ;;;;;;;;;;;;;;;;false
92335;;;; ;;;;;;;;;;;;;;;;false
92338;;;; ;;;;;;;;;;;;;;;;false
92345;;;; ;;;;;;;;;;;;;;;;false
92348;;;440; ;;;;;;Überholt und eingebaut;;;;;;;;;;false
92403;;;; ;;;;;;;;;;;Intoniert;;;;Bar bezahlt;false
92408;;;; ;;;;;;;;;;;Intoniert;;;;Bar bezahlt;false
92409;;;; ;;;;;;;;;;;;;;;;false
92464;;;; ;;;;;;;;;;;Taastendeckel mitgenommen, Notenpult anfertigen;;;;;false
92645;;;430; ;;;;;;;;;;;;;;;Bar bezahlt;false
92704;;;440; ;;;;;;;;;;;;;;;;false
92766;;;; ;;;;;;;;;;;;;;;;false
93065;;;; ;;;;;;;;;;;Moderatorfilz mitnehmen;;;;Bar bezahlt;false
93126;;;; ;;;;;;;;;;;;;;;;false
93184;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
93185;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
93186;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
93239;;;; ;;;;;;;;;;;;;;;;false
93240;;;; ;;;;;;;;;;;;;;;;false
93247;;;; 1 Riss;;alt;teilw. Locker;;;;;Elf.;nuß;;;;;;Bar bezahlt;false
93249;;;; ;;;;;;;;;;;;;;;;false
93485;;;440; ;;;;;;;;;;;;;;;;false
93905;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
93909;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
93971;;;; ;;;;;;;;;;;;;;;;false
94025;;430;440; ;;;;;;;;;;;;;;;;false
94028;;;440; ;;;;;;;;;;;Stimmung 440 Hz;;;;Bar bezahlt;false
94030;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
94084;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
94089;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
94149;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
94324;;443;443; ;;gerissene - getauscht;;;;;;;;;;;;;;false
94385;;;; ;;;;;;;;;;;;;;;;false
94442;;;; ;;;;;;;;;;;;;;;;false
94445;;437;437; ;;;;;;;;;;;;;;;Bar bezahlt;false
94447;;;; ;;;;;;;;;;;;;;;;false
94449;;;; ;;;;;;;;;;;;;;;;false
94502;;;; ;;;;;;;;;;;;;;;;false
94511;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
94565;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
94617;;;; ;;;;;;;;;;;;;;;;false
94744;;;; ;;;;;;;;;;;;;;;;false
94746;;;; ;;;;;;;;;;;;;;;;false
94748;;;; ;;;;;;;;;;;;;;;;false
94810;;;440; ;;fehlen;;;;;;Efenbein und wackelig;sg;;;;;;;false
94812;;433;440; ;;;;;;;;;;;"2 x gestimmt
beim nächsten Mal Bandchen mitnehmen - 17 fehlen";;;;Bar bezahlt;false
94865;;438;439; ;;;;;;;;;;;;;;;;false
94868;;;; ;;;;;;;;;;;;;;;;false
95216;;;; ;;;;;;;;;;;;;;;;false
95222;;;; ;;;;;;;;;;;;;;;;false
95345;;439;441; ;;;;;;;;;;;;;;;Rechnung;false
95351;;;; ;;;;;;;;Neu lackieren +polieren /Einbau und Lieferung Schwarzen  Tasten;;;;;;;;false
95762;;;; ;;;;;;;;;;;;;;;;false
95882;;;; ;;;;;;;;;;;;;;;;false
96066;;420;440; ;;;;;;;;;;;2 x gestimmt;;;;Bar bezahlt;false
96185;;;; ;;;;;;;;;;;Notenpult anfertigen;;;;;false
96188;;438;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
96190;;438,8;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
96245;;434;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
96300;;;; ;;;;;;;;;;;;;;;;false
96487;;435;440; ;;;;;;;;;;;"Bass Saite gerissen, wird bei nächster Stimmung eingebaut
2 x gestimmt";;;;Bar bezahlt;false
96665;;;; ;;;;;;;;;;;;;;;Erlagschein;false
96669;;437;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
96845;;440;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
96965;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
97031;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
97090;;;; ;;;;;;;;;;;;;;;;false
97265;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
97269;;;427; ;;;;;;;;;;;;;;;Bar bezahlt;false
97272;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
97444;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
97448;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
97973;;;; ;;;;;;;;;;;;;;;;false
98105;;440;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
98108;;438;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
98111;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
98231;;;; ;;;;;;;;;;;;;;;Rechnung;false
98285;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
98287;;;; ;;;;;;;;;;;;;;;;false
98291;;435;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
98345;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
98347;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
98351;;;; ;;;;;;;;;;;;;;;;false
98532;;435;440; ;;;;;;;;;;;;;;;;false
98582;;;; ;;;;;;;;;;;;;;;;false
98645;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
98648;;;440; ;;;;;;;;;;;;;;;;false
98651;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
98765;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
98768;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
98815;;;; ;;;;;;;;;;;;;;;;false
98822;;;; ;;;;;;;;;;;;;;;;false
98945;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
98948;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
98951;;;; ;;;;;;;;;;;;;;;;false
99056;;;; ;;;;;;;;;;;;;;;;false
99059;;;; ;;;;;;;;;;;;;;;;false
99062;;;; ;;;;;;;;;;;;;;;;false
99125;;438;440; ;;;;;;;;;;;;;;;;false
99129;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
99132;;;; ;;;;;;;;;;;;;;;;false
99185;;;; ;;;;;;;;;;;;;;;Rechnung;false
99191;;;437; ;;;;;;;;;;;;;;;Bar bezahlt;false
99368;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
99371;;438;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
99546;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
99549;;;; ;;;;;;;;;;;;;;;;false
99605;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
99609;;;; ;;;;;;;;;;;;;;;;false
99656;;;; ;;;;;;;;;;;;;;;;false
99658;;;; ;;;;;;;;;;;;;;;;false
99660;;;; ;;;;;;;;;;;;;;;;false
99662;;;; ;;;;;;;;;;;;;;;;false
99784;;440;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
99786;;440;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
99788;;440;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
99791;;;; ;;;;;;;;;;;;;;;Rechnung;false
99855;;442,44;442,44; ;;;;;;;;Kunststoff;schwarz, poliert;;Klavier steht neben dem großen Fenster, kein Luftbefeuchter, eher zu trocken;;;;Bar bezahlt;false
99858;;442,20;443; ;;;;;;;;Kunststoff;Schwarz, Poliert;;Letzte Stimmung vor ca. 6Jahren/ sinkt im diskant beim stimmen;;;;Bar bezahlt;false
99915;;440,62;440,62; ;;gsig o es fehlt die 3. Korseite;;;;;;Kunststoff , etwas abgedroschen;Braun, poliert;;Sieht gepflegt aus / sehr große und starkes vibrieren von hohen Seite;;;;Bar bezahlt;false
99922;;434,50;440,25; ;;;;;;;;;;;war stark verstimmt!;;;;Bar bezahlt;false
99962;;;; ;;;;;;;;;;;;;;;;false
99966;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
99980;;443;443; ;;;;;;;;;;;;;;;;false
100025;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
100036;;438;438; ;;;;;;;;;;;Hydroceelstab montiert;;;;Rechnung;false
100204;;433;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
100207;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
100210;;;; ;;;;;;;;;;;;;;;;false
100385;;;; ;;;;;;;;;;;125+15=140;;;;Bar bezahlt;false
100392;;430;440; ;;;;;;;;;;;145+105=250 wegen mehraufwand;;;;Bar bezahlt;false
100436;;;; ;;;;;;;;;;;;;;;;false
100437;;;; ;;;;;;;;;;;;;;;;false
100448;;;; ;;;;;;;;;;;;;;;Rechnung;false
100451;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
100625;;420;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
100632;;;420; ;;;;;;;;;;;;;;;;false
100634;;435,25;440; ;;;;;;;;;schwarz , poliert;;Außerordentlich stark verstimmt. Gleich zwei Stimmungen gemacht mit 442/ 440;;;;Bar bezahlt;false
100636;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
100700;;435,25;443/441; ;;;;;;;;;schwarz,poliert;;;;;;Rechnung;false
100742;;;; ;;;;;;;;;;;;;;;;false
100755;;440,69;440,69; ;;;;;;;;;schwarz, poliert;;;;;;;false
100804;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
100814;;438,98;440; ;;;;;;;;;braun, glanz poliert;;;;;;Bar bezahlt;false
100818;;443,75;442,20; ;;;;;;;;;schwarz, glanz poliert;;war tief, sehr verstimmt;;;;Bar bezahlt;false
100822;;437,91;437,91; ;;;;;;;;;braun;;;;;;;false
100866;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
100870;;;438; ;;;;;;;;;;;;;;;Bar bezahlt;false
100874;;436,55;; ;;;sehr weich;;;;;;schwarz;;;;;;Bar bezahlt;false
100880;;;; ;;;;;;;;;;;;;;;;false
101219;;;; ;;;;;;;;;;;;;;;;false
101474;;;; ;;;;;;;;;;;;;;;;false
101475;440;;425,40; ;;;"A,B,H"" 2 und 3 Reihe sehr locker.
Detto 1 Reihe GIS 1 + B1";;;;;;;;Starker Sonneinstrahlung ausgesetzt.;;;;Erlagschein;false
101478;;;; ;;;;;;;;;;;;;;;;false
101481;;;; ;;;;;;;;;;;;;;;;false
101534;;;; ;;;;;;;;;;;;;;;;false
101537;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
101541;;;; ;;;;;;;;;;;;;;;;false
101594;;;; ;;;;;;;;;;;;;;;;false
101598;;;440; ;;;;;;;;;;;;;;;Erlagschein;false
101601;;;; ;;;;;;;;;;;;;;;;false
101635;;;; ;;;;;;;;;;;;;;;;false
101644;;;; ;;;;;;;;;;;;;;;;false
101647;;420;440; ;;;;;;Wure überholt.;;;;;;;;;Rechnung;false
101653;;;; ;;;;;;;;;;;;;;;;false
101655;;;; ;;;;;;;;;;;;;;;;false
101656;;;; ;;;;;;;;;;;;;;;;false
101708;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
101715;;438.35;438,35; ;;;;;;;;;;;;;;;Bar bezahlt;false
101894;;;; ;;;;;;;;;;;;;;;;false
101897;;;; ;;;;;;;;;;;;;;;;false
101900;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
102015;;442,66;442,66; ;;;sehr locker, weich;;;;;;braun, matt, poliert;;Oberfläche teilweise beschädigt. Das Klavier leidet unter zu trockener Luft!;;;;Rechnung;false
102064;;;; ;;;;;;;;;;;;;;;;false
102068;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
102124;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
102304;;435;440; ;;;;;;;;;;;;;;;Rechnung;false
102362;;;; ;;;;;;;;;;;;;;;;false
102422;;;; ;;;;;;;;;;;;;;;;false
102434;;438,80;438,80; ;;;etwas locker;;;;;;schwarz;;;;;;Rechnung;false
102439;;440,01;440,01; ;;;;;;;;;;;"Gewünscht wird eine Regulierung der Mechanik im März oder April 2019!
Definitiv zugesagt , Kosten €640";;;;;false
102482;;;; ;;;;;;;;;;;;;;;;false
102494;zu niedrig;437,50;442,00; ;;;;;;soll nachreguliert werden;;V;schwarz;;;;;;Bar bezahlt;false
102498;;440,54;432,90; ;;;;;;;;;;;;;;;Bar bezahlt;false
102501;;440;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
102533;;;; ;;;;;;;;;;;;;;;;false
102542;;;; ;;;;;;;;;;;;;;;;false
102554;;441;441; ;;;etwas weich;;;;;;schwarz, matt poliert;;;;;;Bar bezahlt;false
102602;;;; ;;;;;;;;;;;;;;;;false
102730;;;; ;;;;;;;;;;;;;;;;false
102734;;433,22;433,22; ;;;;;;;;;;;;;;;;false
102740;;437,22;437,22; ;;;einzelne zu locker;;;;;;schwarz;;zu heiß und zu trocken im zimmer;;;;Bar bezahlt;false
102796;;441,40;441,40; ;;;;;;;;;;;;;;;Bar bezahlt;false
102800;;437,5;437,5; ;;;;;;;;;;;;;;;Rechnung;false
102854;;440;440; ;;;;;;;;;schwarz;;;;;;Rechnung;false
102856;;437,40;437,40; ;;;;;;;;;schwarz;;;;;;Bar bezahlt;false
102857;;438,70;438,70; ;;;;;;;;;;;;;;;Bar bezahlt;false
102905;;;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
102915;;437,60;441,00; ;;;;;;;;;;;;;;;Rechnung;false
102916;;440,30;441,30; ;;;;;;;;;Braun;;;;;;Rechnung;false
102975;;436,17;441/439,70; ;;;;;;;;;Schwarz;;;;;;Bar bezahlt;false
102979;;438,90;440,00; ;;;;;;;;;;;;;;;Bar bezahlt;false
103145;;;; ;;;;;;;;;;;;;;;;false
103148;;;; ;;;;;;;;;;;;;;;;false
103155;;439,65;440; ;;;;;;;;;;;;;;;;false
103160;;436,15;442; ;;;;;;;;;;;;;;;;false
103215;;441,20;441,20; ;;;;;;;;;;;;;;;;false
103222;;438,07;442; ;;;;;;regulieren e3, fis3, g3.;;;;;;;;;Erlagschein;false
103255;;;; ;;;;;;;;;;;;;;;;false
103275;;;; ;;;;;;;;;;;;;;;;false
103278;;438,5;441; ;;;;;;;;;;;;;;;;false
103281;;441,53;441,53; ;;;;;;;;;;;;;;;Rechnung;false
103321;;;; ;;;;;;;;;;;;;;;;false
103322;;;; ;;;;;;;;;;;;;;;;false
103335;;;; ;;;;;;;;;;;;;;;;false
103339;;439,85;440; ;;;;;;;;;;;;;;;;false
103341;;;; ;;;;;;;;;;;;;;;;false
103575;;406,02;406,02; ;;sehr dunkel;sehr weich;;;;;;schwarz;;Empfehlung, neue Saiten und Wirbel;;;;Bar bezahlt;false
103578;;440;440; ;;;;;;;;;;;;;;;Bar bezahlt;false
103581;;440;440; ;;;;;;;;;Schwarz;;;;;;Bar bezahlt;false
103634;;440;440; ;;;;;;;;;;;;;;;Rechnung;false
103642;;;; ;;;;;;;;;;;;;;;;false
103684;;;; ;;;;;;;;;;;Nachklang behoben;;;;Bar bezahlt;false
103694;;;; ;;;;;;;;;;;;;;;;false
103696;;;; ;;;;;;;;;;;;;;;;false
103699;;;; ;;;;;;;;;;;;;;;;false
103754;;;; ;;;;;;;;;;;;;;;Rechnung;false
103758;;;; ;;;;;;;;;;;;;;;;false
103761;;;; ;;;;;;;;;;;;;;;;false
103813;;;; ;;;;;;;;;;;;;;;;false
103818;;438,20;440; ;;;;;;;;;Rotbaun;;VON UNS restauriert;;;;;false
103821;;;; ;;;;;;;;;;;;;;;;false
103853;;;; ;;;;;;;;;;;;;;;;false
103856;;;; ;;;;;;;;;;;;;;;;false
103858;;;; ;;;;;;;;;;;;;;;;false
103995;;428,30;440,44; ;;;;;;;;;;;;;;;Rechnung;false
104000;;436,7;440; ;;;;;;;;;;;;;;;Rechnung;false
104047;;;440; ;;;;;;Überarbeitet und wieder eingebaut.;;;;;;;;;Bar bezahlt;false
104054;;438,50;440,50; ;;;eher locker, keine Stimmgarantie;;richten auf Chor;;;;;;KV für Reparatur;;;;Bar bezahlt;true
104057;;437,60;440,50; ;;;;;;;;;;;;;;;Bar bezahlt;false
104105;;;; ;;;;;;;;;;;;;;;;false
104116;;;; ;;;;;;;;;;;;;;;;false
104119;;;; ;;;;;;;;;;;;;;;;false
104121;;;; ;;;;;;;;;;;;;;;;false
104176;;;; ;;;;;;;;;;;;;;;;false
104180;;;; ;;;;;;;;;;;;;;;;false
104235;;;; ;;;;;;;;;;;;;;;;false
104240;;;; ;;;;;;;;;;;;;;;;false
104284;;;; ;;;;;;;;;;;;;;;;false
104405;;;; ;;;;;;;;;;;;;;;Bar bezahlt;false
104410;;;; ;;;;;;;;;;;;;;;;false
104418;;;; ;;;;;;;;;;;;;;;;false
104515;;;; ;;;;;;;;;;;;;;;;false
104533;;;; ;;;;;;;;;;;;;;;;false
104541;;;; ;;;;;;;;;;;;;;;;false
104578;;;; ;;;;;;;;;;;;;;;;false
104584;;;; ;;;;;;;;;;;;;;;;false
104599;;;440; ;;;;;;;;;;;Einbau Hydroceelstab;;;;Rechnung;false
104600;;;; ;;;;;;;;;;;;;;;;false
104643;;;; ;;;;;;;;;;;Stimmung und Nacharbeit ereledigt.;;;;;false
104646;;;; ;;;;;;;;;;;;;;;;false
104648;;;443; ;;;;;;;;;;;;;;;Bar bezahlt;false
104696;;;; ;;;;;;;;;;;;;;;;false
104835;;440,35;440,35; ;;;;;;;;;;;;;;;;false
104839;;;; ;;;;;;;;;;;;;;;;false
104842;;439,63;440; ;;;;;;;;;;;;;;;;false
104898;;439,70;440; ;;;;;;;;;;;;;;;;false
104901;;;; ;;;;;;;;;;;;;;;;false
